# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	intensive	[ɪnˈtensɪv]	adj. 1. 加强的，集中的，深入细致的 2. 精耕细作的		Try to recall "intensive" before checking the answer.	core,official
word	intent	[ɪnˈtent]	n. 1. 意图，目的 2. 意义，含义 || to all intents and purposes在任何一方面，实际上 adj. 1. (目光等)不转移的，集中的，热切的 2. 专心致志的，坚决的		Try to recall "intent" before checking the answer.	core,official
word	interact	[ˌɪntərˈækt]	v. 相互作用，相互影响		Try to recall "interact" before checking the answer.	core,official
word	interaction	[ˌɪntərˈækʃən]	n. 相互作用，相互影响		Try to recall "interaction" before checking the answer.	core,official
word	intercourse	[ˈɪntəkɔːs]	n. 交往，交际，交流		Try to recall "intercourse" before checking the answer.	core,official
word	interfere	[ˌɪntəˈfɪə]	v. 1. 干涉，干预，介入 2. 妨碍，阻挠，打扰		Try to recall "interfere" before checking the answer.	core,official
word	interim	[ˈɪntərɪm]	adj. 暂时的，临时的，中期的，过渡时期的		Try to recall "interim" before checking the answer.	core,official
word	intermittent	[ˌɪntəˈmɪtənt]	adj. 断续的，间歇的		Try to recall "intermittent" before checking the answer.	core,official
word	internal	[ɪnˈtɜːnəl]	adj. 1. 内部的，内政的，国内的 2. 内在的，本质的		Try to recall "internal" before checking the answer.	core,official
word	interpret	[ɪnˈtɜːprɪt]	v. 1. 解释，说明 2. 了解，理解，体现 3. 传译，担任口译		Try to recall "interpret" before checking the answer.	core,official
word	interrupt	[ˌɪntəˈrʌpt]	v. 1. 打断，中止，打扰 2. 中断，阻碍		Try to recall "interrupt" before checking the answer.	core,official
word	intersection	[ˌɪntəˈsekʃən]	n. 1. 横断，交叉，相交 2. 交叉路口，十字路口 3. 交点		Try to recall "intersection" before checking the answer.	core,official
word	intervene	[ˌɪntəˈviːn]	v. 1. 进入，介入，在其间 2. 干涉，干预		Try to recall "intervene" before checking the answer.	core,official
word	intimate 1	[ˈɪntɪmət]	adj. 1. 亲密的，密切的，私人的 2. 熟谙的，详尽的		Try to recall "intimate 1" before checking the answer.	core,official
word	intimate 2	[ˈɪntɪmeɪt]	v. 透露，示意，暗示		Try to recall "intimate 2" before checking the answer.	core,official
word	intimidate	[ɪnˈtɪmɪdeɪt]	v. 恫吓，恐吓，威胁		Try to recall "intimidate" before checking the answer.	core,official
word	intricate	[ˈɪntrɪkət]	adj. 细节繁多的，错综复杂的		Try to recall "intricate" before checking the answer.	core,official
word	intrigue	[ɪnˈtriːɡ]	v. 1. 耍阴谋诡计，密谋 2. 激起…的兴趣(好奇心) n. 密谋，诡计		Try to recall "intrigue" before checking the answer.	core,official
word	intrinsic	[ɪnˈtrɪnsɪk]	adj. 固有的，内在的，本质的		Try to recall "intrinsic" before checking the answer.	core,official
word	intuition	[ˌɪntjuːˈɪʃən]	h·直觉，直观		Try to recall "intuition" before checking the answer.	core,official
word	invalid 1	[ɪnˈvælɪd]	adj. 无效的，作废的		Try to recall "invalid 1" before checking the answer.	core,official
word	invalid 2	[ˈɪnvəlɪd]	v. 使病残，使因病(伤)退役 n. 病人，弱者，残废者		Try to recall "invalid 2" before checking the answer.	core,official
word	invaluable	[ɪnˈvæljʊəbl]	adj. 无价的，非常宝贵的，极贵重的		Try to recall "invaluable" before checking the answer.	core,official
word	invariably	[inˈvєәriәbli]	adv. 不变化地，恒定地，始终如一地		Try to recall "invariably" before checking the answer.	core,official
word	inventory	[ˈɪnvəntərɪ]	n. (商品的)目录，清单，盘存		Try to recall "inventory" before checking the answer.	core,official
word	invert	[ɪnˈvɜːt]	v. 倒置，颠倒		Try to recall "invert" before checking the answer.	core,official
word	invest	[ɪnˈvest]	v. 1. 投资，投入(时间、精力等)，耗费 2. 授予(权利、权力等)		Try to recall "invest" before checking the answer.	core,official
word	investigate	[ɪnˈvestɪɡeɪt]	v. 调查，调查研究，审查		Try to recall "investigate" before checking the answer.	core,official
word	invisible	[ɪnˈvɪzəbl]	adj. 看不见的，无形的，隐匿的		Try to recall "invisible" before checking the answer.	core,official
word	involve	[ɪnˈvɒlv]	v. 1. 涉及，使卷入，连累 2. 包括，包围，需要		Try to recall "involve" before checking the answer.	core,official
word	irony	[ˈaɪərənɪ]	n. 1. 反语(法)，冷嘲，讥讽 2. 有讽刺意味的情况、事情等		Try to recall "irony" before checking the answer.	core,official
word	irrespective	[ˌɪrɪˈspektɪv]	adv. 不考虑，不顾及 || irrespective of不顾，不论		Try to recall "irrespective" before checking the answer.	core,official
word	irrigation	[ˌɪrɪˈɡeɪʃən]	n. 1. 灌溉，水利 2. 冲洗法		Try to recall "irrigation" before checking the answer.	core,official
word	irritate	[ˈɪrɪteɪt]	v. 1. 激怒，使烦躁 2. 使不舒服，刺激		Try to recall "irritate" before checking the answer.	core,official
word	isle	[aɪl]	n. 岛		Try to recall "isle" before checking the answer.	core,official
word	isolate	[ˈaɪsəleɪt]	v. 隔离，孤立，使脱离		Try to recall "isolate" before checking the answer.	core,official
word	issue	[ˈɪʃuː]	v. 1. (报刊等)发行，发布，颁布 2. 排出，(使)流出 3. 分配 n. 1. 发行物，(报刊)期号 2. 问题，议题，争论点 3. (水、血等)流出，放出 4. 河口，出口		Try to recall "issue" before checking the answer.	core,official
word	item	[ˈaɪtəm]	n. 1. 条，项目，条款 2. (新闻等的)一条，一则		Try to recall "item" before checking the answer.	core,official
word	ivory	[ˈaɪvərɪ]	n. 1. 象牙，牙质 2. 象牙色，乳白色 adj. 象牙制的，象牙色的，乳白色的		Try to recall "ivory" before checking the answer.	core,official
word	jeopardize	[ˈdʒepәdaiz]	v. 危害，使受危困，使陷危地		Try to recall "jeopardize" before checking the answer.	core,official
word	jerk	[dʒɜːk]	n. & v. 猛地摇晃，急拉，急抽		Try to recall "jerk" before checking the answer.	core,official
word	jog	[dʒɒɡ]	v. 1. 慢跑，缓步跑 2. 轻撞，轻推		Try to recall "jog" before checking the answer.	core,official
word	junction	[ˈdʒʌŋkʃən]	n. 交汇处，回合点		Try to recall "junction" before checking the answer.	core,official
word	junk	[dʒʌŋk]	n. 1. 无用的或无价值的东西 2. 废旧杂物		Try to recall "junk" before checking the answer.	core,official
word	jury	[ˈdʒʊərɪ]	n. 1. 陪审团 2. (竞赛时的)评委会		Try to recall "jury" before checking the answer.	core,official
word	keen	[kiːn]	adj. 1. 激烈的，强烈的 2. 热心的，渴望的 3. 敏锐的，敏捷的 4. 锋利的，刺人的		Try to recall "keen" before checking the answer.	core,official
word	kidnap	[ˈkɪdnæp]	v. 诱拐(小孩等)，绑架		Try to recall "kidnap" before checking the answer.	core,official
word	kidney	[ˈkɪdnɪ]	n. 1. 肾脏 2. 性格，脾气		Try to recall "kidney" before checking the answer.	core,official
word	kit	[kɪt]	n. 1. 随身携带物(如衣服、工具等) 2. 配套元件，成套用品(工具)		Try to recall "kit" before checking the answer.	core,official
word	knit	[nɪt]	v. 1. 编结，针织 2. 使密接，结合		Try to recall "knit" before checking the answer.	core,official
word	knob	[nɒb]	n. (门、抽屉等的)球形捏手		Try to recall "knob" before checking the answer.	core,official
word	label	[ˈleɪbl]	n. 1. 标签，标贴 2. 标记，符号 v. 1. 贴标签于 2. 把…称为，把…列为		Try to recall "label" before checking the answer.	core,official
word	lace	[leɪs]	n. 1. 花边 2. 鞋带，带子 v. 1. 用带子绑紧 2. 镶花边于		Try to recall "lace" before checking the answer.	core,official
word	lame	[leɪm]	adj. 1. 跛的，残废的 2. 站不住脚的，理由不足的 v. 1. 使跛 2. 使变得无用		Try to recall "lame" before checking the answer.	core,official
word	lane	[leɪn]	n. 1. 小巷，小径 2. 车道，行车线 3. (船或飞机的)航道 4. (田径赛的)跑道		Try to recall "lane" before checking the answer.	core,official
word	lash	[læʃ]	v. 1. 鞭打 2. 急速挥动，急速扭动 n. 1. 鞭打 2. 眼睫毛		Try to recall "lash" before checking the answer.	core,official
word	latent	[ˈleɪtənt]	adj. 潜伏的，隐藏的		Try to recall "latent" before checking the answer.	core,official
word	latitude	[ˈlætɪtjuːd]	n. 纬度，纬线		Try to recall "latitude" before checking the answer.	core,official
word	layer	[ˈleɪə]	n. 层，地层，阶层		Try to recall "layer" before checking the answer.	core,official
word	layman	[ˈleɪmən]	n. 门外汉		Try to recall "layman" before checking the answer.	core,official
word	leaflet	[ˈliːflɪt]	n. 1. 小册子 2. 散页印刷品，传单		Try to recall "leaflet" before checking the answer.	core,official
word	lease	[liːs]	n. 租赁，租约 v. 出租，租得		Try to recall "lease" before checking the answer.	core,official
word	leather	[ˈleðə]	n. 皮革，皮革制品 adj. 皮革的，皮革制的		Try to recall "leather" before checking the answer.	core,official
word	legal	[ˈliːɡəl]	adj. 1. 法律上的 2. 合法的 3. 法定的		Try to recall "legal" before checking the answer.	core,official
word	legend	[ˈledʒənd]	n. 1. 传奇(故事)，传说 2. 传说中的人 (或事)		Try to recall "legend" before checking the answer.	core,official
word	legislation	[ˌledʒɪsˈleɪʃən]	n. 立法，制定法律		Try to recall "legislation" before checking the answer.	core,official
word	legitimate	[lɪˈdʒɪtɪmɪt]	adj. 1. 合法的，法律认可的 2. 合乎逻辑的 v. 使合法		Try to recall "legitimate" before checking the answer.	core,official
word	leisure	[ˈleʒə]	n. 空闲，悠闲 || at leisure①空闲的②悠闲的 /at one's leisure当…有空的时候		Try to recall "leisure" before checking the answer.	core,official
word	lens	[lenz]	n. 1. 透镜 2. (眼球的)晶状体 3. 隐形眼镜		Try to recall "lens" before checking the answer.	core,official
word	lever	[ˈliːvə]	n. 1. 杠杆 2. 手段 v. 用杠杆撬动		Try to recall "lever" before checking the answer.	core,official
word	levy	[ˈlevɪ]	v. 征收(税等)		Try to recall "levy" before checking the answer.	core,official
word	liability	[laiәˈbiliti]	n. 责任，义务，负债		Try to recall "liability" before checking the answer.	core,official
word	liable	[ˈlaɪəbl]	adj. 1. 有法律责任的，有义务的 2. 易于…的，有…倾向的 liability		Try to recall "liable" before checking the answer.	core,official
word	liberal	[ˈlɪbərəl]	adj. 1. 宽容大度的 2. 慷慨的，大量的 3. 自由的，随便的 4. 开朗的		Try to recall "liberal" before checking the answer.	core,official
word	lieutenant	[lefˈtenənt]	n. 1. 尉级军官 2. 副官		Try to recall "lieutenant" before checking the answer.	core,official
word	likelihood	['laɪklɪhʊd]	n. 可能，可能性		Try to recall "likelihood" before checking the answer.	core,official
word	limb	[lɪm]	n. 1. 肢，腿，臂 2. 树枝		Try to recall "limb" before checking the answer.	core,official
word	limp 1	[lɪmp]	v. 1. 蹒跚;一瘸一拐地走 2. 缓慢而费力地行走 n. 跛行		Try to recall "limp 1" before checking the answer.	core,official
word	limp 2	[lɪmp]	adj. 1. 柔软的，易弯曲的 2. 柔弱的，无力的		Try to recall "limp 2" before checking the answer.	core,official
word	limitation	[ˌlimiˈteiʃәn]	n. 限制，缺陷，限额		Try to recall "limitation" before checking the answer.	core,official
word	linear	[ˈlɪnɪə]	adj. 1. 线的，直线的，线状的 2. 长度的		Try to recall "linear" before checking the answer.	core,official
word	linen	[ˈlɪnɪn]	n. 1. 亚麻布 2. 床单，被单，桌布等		Try to recall "linen" before checking the answer.	core,official
word	liner 1	[ˈlaɪnə]	n. 1. 大客轮 2. 班机，班船		Try to recall "liner 1" before checking the answer.	core,official
word	liner 2	[ˈlaɪnə]	n. 衬里，衬垫		Try to recall "liner 2" before checking the answer.	core,official
word	linger	[ˈlɪŋɡə]	v. 逗留，徘徊		Try to recall "linger" before checking the answer.	core,official
word	literacy	[ˈlɪtərəsɪ]	n. 识字，会读会写，有学识		Try to recall "literacy" before checking the answer.	core,official
word	literal	[ˈlɪtərəl]	adj. 1. 逐字的 2. 字面的，原义的		Try to recall "literal" before checking the answer.	core,official
word	literary	[ˈlɪtərərɪ]	adj. 文学(上)的		Try to recall "literary" before checking the answer.	core,official
word	literature	[ˈlɪtrətʃə]	n. 1. 文学(作品) 2. 文献		Try to recall "literature" before checking the answer.	core,official
word	litter	[ˈlɪtə]	n. 1. 乱丢的废弃物 2. 一胎所生的小动物 v. 在…上乱丢东西，乱丢		Try to recall "litter" before checking the answer.	core,official
word	locality	[ləʊˈkælətɪ]	n. 位置，地点，现场		Try to recall "locality" before checking the answer.	core,official
word	locomotive	[ˌləʊkəˈməʊtɪv]	adj. 移动的，机动的 n. 火车头		Try to recall "locomotive" before checking the answer.	core,official
word	lofty	[ˈlɒftɪ]	adj. 1. (思想等)崇高的 2. 高耸的 3. 高傲的 loftily，loftiness		Try to recall "lofty" before checking the answer.	core,official
word	logical	[ˈlɒdʒɪkəl]	adj. 符合逻辑的，逻辑上的		Try to recall "logical" before checking the answer.	core,official
word	longevity	[lɒnˈdʒevətɪ]	n. 长寿，长命		Try to recall "longevity" before checking the answer.	core,official
word	loom 1	[luːm]	n. 织布机		Try to recall "loom 1" before checking the answer.	core,official
word	loom 2	[luːm]	v. 1. 隐隐呈现 2. 阴森地逼近 n. 隐隐呈现的形象		Try to recall "loom 2" before checking the answer.	core,official
word	lounge	[laʊndʒ]	n. 休息室 v. 1. 懒洋洋地靠坐着 2. 闲逛，混时间		Try to recall "lounge" before checking the answer.	core,official
word	loyal	[ˈlɔɪəl]	adj. 忠诚的，忠实的		Try to recall "loyal" before checking the answer.	core,official
word	loyalty	[ˈlɔɪəltɪ]	n. 忠实，忠贞		Try to recall "loyalty" before checking the answer.	core,official
word	lubricate	[ˈluːbrɪkeɪt]	v. 1. 使润滑，给…上油 2. 起润滑作用		Try to recall "lubricate" before checking the answer.	core,official
word	luggage	[ˈlʌɡɪdʒ]	n. 行李		Try to recall "luggage" before checking the answer.	core,official
word	luminous	[ˈluːmɪnəs]	adj. 发光的，光亮的		Try to recall "luminous" before checking the answer.	core,official
word	lunar	[ˈluːnə]	adj. 月的，月球的，阴历的		Try to recall "lunar" before checking the answer.	core,official
word	lure	[ljʊə]	n. 引诱物，诱惑力 v. 引诱，诱惑		Try to recall "lure" before checking the answer.	core,official
word	luxury	[ˈlʌkʃərɪ]	n. 1. 奢侈 2. 奢侈品 3. 豪华		Try to recall "luxury" before checking the answer.	core,official
word	machinery	[məˈʃiːnərɪ]	n. 1. (总称)机器，机械 2. (政府、政党等)机构		Try to recall "machinery" before checking the answer.	core,official
word	magistrate	[ˈmædʒistreit]	n. 地方法官，治安法庭法官		Try to recall "magistrate" before checking the answer.	core,official
word	magnet	[ˈmæɡnɪt]	n. 1. 磁铁，磁石 2. 有吸引力的人(物)		Try to recall "magnet" before checking the answer.	core,official
word	magnetic	[mæɡˈnetɪk]	adj. 1. 磁的，有磁性的 2. 有吸引力的，有魅力的		Try to recall "magnetic" before checking the answer.	core,official
word	magnificent	[mæɡˈnɪfɪsənt]	adj. 富丽堂皇的，宏伟的，极好的		Try to recall "magnificent" before checking the answer.	core,official
word	magnify	[ˈmæɡnɪfaɪ]	v. 1. 放大，扩大 2. 夸大		Try to recall "magnify" before checking the answer.	core,official
word	magnitude	[ˈmæɡnɪtjuːd]	n. 1. 巨大，庞大 2. 重要性，重大 3. 大小，量，亮度		Try to recall "magnitude" before checking the answer.	core,official
word	maintain	[meɪnˈteɪn]	v. 1. 维修，保养 2. 赡养，供养 3. 保持 4. 坚持认为，主张		Try to recall "maintain" before checking the answer.	core,official
word	majesty	[ˈmædʒəstɪ]	n. 1. (cap)陛下(对国王或王后的称呼) 2. 宏伟，庄严		Try to recall "majesty" before checking the answer.	core,official
word	majority	[məˈdʒɒrətɪ]	n. 大部分，大多数		Try to recall "majority" before checking the answer.	core,official
word	mall	[mɔːl]	n. 购物中心		Try to recall "mall" before checking the answer.	core,official
word	management	[ˈmænɪdʒmənt]	n. 1. 管理，经营 2. 主管人员，管理部门		Try to recall "management" before checking the answer.	core,official
word	maneuver	[mәˈnuːvә]	n. 演习，调遣，策略 v. 调遣，演习，用计		Try to recall "maneuver" before checking the answer.	core,official
word	manifest	[ˈmænɪfest]	adj. 明显的，易明白的 v. 表明，显示		Try to recall "manifest" before checking the answer.	core,official
word	manipulate	[məˈnɪpjʊleɪt]	v. 1. 熟练地使用，巧妙地处理 2. 操纵，摆布		Try to recall "manipulate" before checking the answer.	core,official
word	mansion	[ˈmænʃən]	n. 1. 大厦 2. 宅第，公馆		Try to recall "mansion" before checking the answer.	core,official
word	manual	[ˈmænjʊəl]	adj. 1. 手工的，用手的 2. 体力的 n. 手册，指南		Try to recall "manual" before checking the answer.	core,official
word	manufacture	[ˌmænjʊˈfktʃə]	v. (用机器大量)生产，制造 n. 制造，制造业，(pl)产品		Try to recall "manufacture" before checking the answer.	core,official
word	manufacturer	[ˌmænjuˈfæktʃәrә]	n. 制造业者，厂商，制造商		Try to recall "manufacturer" before checking the answer.	core,official
word	manuscript	[ˈmænjʊskrɪpt]	n. 手稿，原稿		Try to recall "manuscript" before checking the answer.	core,official
word	marble	[ˈmɑːbl]	n. 大理石 adj. 大理石的，大理石般的		Try to recall "marble" before checking the answer.	core,official
word	margin	[ˈmɑːdʒɪn]	n. 1. 页边的空白处 2. 余额，富裕 3. 边界，边缘地区		Try to recall "margin" before checking the answer.	core,official
word	marginal	[ˈmɑːdʒɪnəl]	adj. 1. 空白边缘的，栏外的 2. 微小的，少量的，微不足道的 3. 边缘的		Try to recall "marginal" before checking the answer.	core,official
word	marsh	[mɑːʃ]	n. 沼泽，沼泽地区		Try to recall "marsh" before checking the answer.	core,official
word	marshal	[ˈmɑːʃəl]	n. 元帅 v. 整理，排列		Try to recall "marshal" before checking the answer.	core,official
word	masculine	[ˈmæskjʊlɪn]	adj. 1. 男性的，有男子气的 2. 阳性的		Try to recall "masculine" before checking the answer.	core,official
word	mask	[mɑːsk]	n. 面罩，假面具 v. 掩饰，伪装		Try to recall "mask" before checking the answer.	core,official
word	mass	[mæs]	n. 1. 一大块，大堆 2. 许多，大量 3. 群众，民众 adj. 群众的，大规模的 || mass media(电视、报纸等)大众传播媒体		Try to recall "mass" before checking the answer.	core,official
word	massacre	[ˈmæsəkə]	n. & v. 大屠杀		Try to recall "massacre" before checking the answer.	core,official
word	massive	[ˈmæsɪv]	adj. 1. 巨大的，大而结实的 2. 大量的，大规模的，强大的		Try to recall "massive" before checking the answer.	core,official
word	masterpiece	[ˈmɑːstəpiːs]	n. 杰作，代表作		Try to recall "masterpiece" before checking the answer.	core,official
word	mature	[məˈtjʊə]	adj. 成熟的，理智的 v. (使)成熟 maturity		Try to recall "mature" before checking the answer.	core,official
word	maximum	[ˈmæksɪməm]	n. 最大值，顶点 adj. 最大的，最高的，最多的		Try to recall "maximum" before checking the answer.	core,official
word	meadow	[ˈmedəʊ]	n. 草地，牧地		Try to recall "meadow" before checking the answer.	core,official
word	mechanical	[mɪˈkænɪkəl]	adj. 1. 机械的，靠机械的，机械制造的 2. 机械的，呆板的		Try to recall "mechanical" before checking the answer.	core,official
word	mediate	[ˈmiːdɪeɪt]	v. 调停，斡旋		Try to recall "mediate" before checking the answer.	core,official
word	medieval	[ˌmedɪˈiːvəl]	adj. 中世纪的		Try to recall "medieval" before checking the answer.	core,official
word	medium	[ˈmiːdɪəm]	adj. 中等的，适中的 n. 1. 媒介，方法，手段 2. 中间，中庸		Try to recall "medium" before checking the answer.	core,official
word	melody	[ˈmelədɪ]	n. 旋律，曲调，美妙的音乐		Try to recall "melody" before checking the answer.	core,official
word	melt	[melt]	v. 1. (使)融化，(使)熔化 2. (使)消散，(使)消失 3. (态度等)软化		Try to recall "melt" before checking the answer.	core,official
word	memorize	[ˈmemәraiz]	v. 记住，熟记		Try to recall "memorize" before checking the answer.	core,official
word	menace	[ˈmenəs]	n. 1. 威胁，危险 2. 讨厌的人(或物) v. 威胁		Try to recall "menace" before checking the answer.	core,official
word	mental	[ˈmentəl]	adj. 1. 心智的，思想的 2. 精神病的		Try to recall "mental" before checking the answer.	core,official
word	mercury	[ˈmɜːkjʊrɪ]	n. 1. 水银(柱) 2. (cap)水星		Try to recall "mercury" before checking the answer.	core,official
word	mere	[mɪə]	adj. 1. 仅仅，只不过 2. 纯粹的		Try to recall "mere" before checking the answer.	core,official
word	merely	[ˈmɪəlɪ]	adv. 仅，只不过		Try to recall "merely" before checking the answer.	core,official
word	merge	[mɜːdʒ]	v. (使)合并，(使)并入		Try to recall "merge" before checking the answer.	core,official
word	merit	[ˈmerɪt]	n. 优点，长处，功绩，功劳 v. 应得到，值得		Try to recall "merit" before checking the answer.	core,official
word	messenger	[ˈmesɪndʒə]	n. 1. 信使，使者 2. 通信员，传令兵		Try to recall "messenger" before checking the answer.	core,official
word	metallic	[mɪˈtælɪk]	adj. 金属(性)的，金属制的		Try to recall "metallic" before checking the answer.	core,official
word	metropolitan	[ˌmetrəˈpɒlɪtən]	adj. 大都市的，首都的		Try to recall "metropolitan" before checking the answer.	core,official
word	midst	[mɪdst]	n. 中部，中间 || in the midst of在…之中		Try to recall "midst" before checking the answer.	core,official
word	migrant	[ˈmaɪɡrənt]	n. 移民，候鸟		Try to recall "migrant" before checking the answer.	core,official
word	migrate	[maɪˈɡreɪt]	v. (鸟等)定期迁徙，移居，迁移		Try to recall "migrate" before checking the answer.	core,official
word	mild	[maɪld]	adj. 1. 温和的 2. 温暖的 3. 味淡的 4. 轻微的		Try to recall "mild" before checking the answer.	core,official
word	militant	[ˈmɪlɪtənt]	adj. 好斗的，富有战斗精神的 n. 好斗的人，富有战斗精神的人		Try to recall "militant" before checking the answer.	core,official
word	military	[ˈmɪlɪtərɪ]	adj. 军事的，军用的，军人的 n. 军人，军方		Try to recall "military" before checking the answer.	core,official
word	millionaire	[ˌmɪljəˈneə]	n. 百万富翁，巨富		Try to recall "millionaire" before checking the answer.	core,official
word	mingle	[ˈmɪŋɡl]	v. 使混合，混入		Try to recall "mingle" before checking the answer.	core,official
word	miniature	[ˈmɪnətʃə]	n. 缩样，缩影 adj. 小型的，微小的		Try to recall "miniature" before checking the answer.	core,official
word	minibus	[ˈmɪnɪbʌs]	n. 小型公共汽车，小巴		Try to recall "minibus" before checking the answer.	core,official
word	minimal	[ˈminiml]	a. 最小的，最低限度的		Try to recall "minimal" before checking the answer.	core,official
word	minimize	[ˈminimaiz]	v. 将……减到最少，最小化		Try to recall "minimize" before checking the answer.	core,official
word	minimum	[ˈmɪnɪməm]	n. &adj. 最小量(的),最低限度(的)		Try to recall "minimum" before checking the answer.	core,official
word	minority	[maɪˈnɒrətɪ]	n. 少数，少数派，少数民族		Try to recall "minority" before checking the answer.	core,official
word	misery	[ˈmɪzərɪ]	n. 痛苦，悲惨		Try to recall "misery" before checking the answer.	core,official
word	misfortune	[ˌmɪsˈfɔːtʃən]	n. 厄运，不幸		Try to recall "misfortune" before checking the answer.	core,official
word	mission	[ˈmɪʃən]	n. 1. 使命，任务 2. 代表团，特使团		Try to recall "mission" before checking the answer.	core,official
word	missionary	[ˈmɪʃənrɪ]	n. 传教士		Try to recall "missionary" before checking the answer.	core,official
word	mistress	[ˈmɪstrɪs]	n. 1. 女主人，老板娘 2. 情妇		Try to recall "mistress" before checking the answer.	core,official
word	moan	[məʊn]	v. 1. 呻吟 2. 抱怨 n. 1. 呻吟(声)，呜咽(声) 2. 抱怨		Try to recall "moan" before checking the answer.	core,official
word	mob	[mɒb]	n. 1. 喧嚷的群众 2. 暴民，暴徒		Try to recall "mob" before checking the answer.	core,official
word	mobile	[ˈməʊbaɪl]	adj. 可移动的，机动的 || mobile phone 移动电话		Try to recall "mobile" before checking the answer.	core,official
word	mobilize	[ˈmәubilaiz]	v. 动员，调动，使流通		Try to recall "mobilize" before checking the answer.	core,official
word	mock	[mɒk]	v. &n. 嘲笑，嘲弄		Try to recall "mock" before checking the answer.	core,official
word	modest	[ˈmɒdɪst]	adj. 1. 谦虚的 2. 适度的，不过分的 3. 端庄的 4. 朴素的		Try to recall "modest" before checking the answer.	core,official
word	modify	[ˈmɒdɪfaɪ]	v. 1. (略微)修改，变更 2. 调节，缓和 3. (形容词或副词的)修饰		Try to recall "modify" before checking the answer.	core,official
word	module	[ˈmɒdjuːl]	n. (太空船上的)舱		Try to recall "module" before checking the answer.	core,official
word	molecule	[ˈmɒlɪkjuːl]	n. 分子，微粒		Try to recall "molecule" before checking the answer.	core,official
word	momentum	[məʊˈmentəm]	n. 1. 动力，冲力，势头 2. 动量		Try to recall "momentum" before checking the answer.	core,official
word	monetary	[ˈmʌnɪtərɪ]	adj. 货币的，金钱的，金融的		Try to recall "monetary" before checking the answer.	core,official
word	monitor	[ˈmɒnɪtə]	v. 监听，监视 n. 1. 显示屏，监护仪 2. 监听员 3. 班长		Try to recall "monitor" before checking the answer.	core,official
word	monopoly	[məˈnɒpəlɪ]	n. 垄断，独占，专卖(权)		Try to recall "monopoly" before checking the answer.	core,official
word	monster	[ˈmɒnstə]	n. 1. 怪物，怪兽，庞然大物 2. 凶残的人 adj. 巨大的，像怪物的		Try to recall "monster" before checking the answer.	core,official
word	moral	[ˈmɒrəl]	adj. 道德上的，有道德的 n. (故事等的)教训，寓意		Try to recall "moral" before checking the answer.	core,official
word	morality	[məˈrælətɪ]	n. 道德，教训，寓意		Try to recall "morality" before checking the answer.	core,official
word	moreover	[mɔːˈrəʊvə]	adv. 此外，而且		Try to recall "moreover" before checking the answer.	core,official
word	mortal	[ˈmɔːtəl]	adj. 1. 终有一死的 2. 人类的，凡人的 3. 致命的 n. 凡人		Try to recall "mortal" before checking the answer.	core,official
word	mortgage	[ˈmɔːɡɪdʒ]	n. 1. 抵押，抵押借款 2. 抵押契据，按揭		Try to recall "mortgage" before checking the answer.	core,official
word	motel	[məʊˈtel]	n. 汽车旅馆		Try to recall "motel" before checking the answer.	core,official
word	motivate	[ˈməʊtɪveɪt]	v. 促动，激发，作为…的动机		Try to recall "motivate" before checking the answer.	core,official
word	motive	[ˈməʊtɪv]	n. 动机，目的		Try to recall "motive" before checking the answer.	core,official
word	mourn	[mɔːn]	v. 为…哀痛，哀悼		Try to recall "mourn" before checking the answer.	core,official
word	muddy	[ˈmʌdɪ]	adj. 1. 泥泞的，多泥的 2. 浑浊的，模糊的 3. 糊涂的		Try to recall "muddy" before checking the answer.	core,official
word	multiple	[ˈmʌltɪpl]	adj. 多重的，复合的，多倍的 n. 倍数		Try to recall "multiple" before checking the answer.	core,official
word	multiply	[ˈmʌltɪplaɪ]	v. 1. 使相乘 2. 增多 3. 繁殖，增殖		Try to recall "multiply" before checking the answer.	core,official
word	multitude	[ˈmʌltɪtjuːd]	n. 1. 众多，量 2. 大群(人)，大众		Try to recall "multitude" before checking the answer.	core,official
word	municipal	[mjuːˈnɪsɪpl]	adj. 都市的，市政的		Try to recall "municipal" before checking the answer.	core,official
word	murmur	[ˈmɜːmə]	n. 1. 沙沙声，潺潺声 2. 怨言，咕哝 3. 低语声 v. 1. 低声说 2. 发低沉连续的声音 3. 咕哝，抱怨		Try to recall "murmur" before checking the answer.	core,official
word	muscular	[ˈmʌskjʊlə]	adj. 1. 肌肉的 2. 肌肉发达的，强而有力的		Try to recall "muscular" before checking the answer.	core,official
word	mute	[mjuːt]	adj. 沉默的，不说话的 n. 哑巴		Try to recall "mute" before checking the answer.	core,official
word	mutter	[ˈmʌtə]	v. 喃喃低语，抱怨		Try to recall "mutter" before checking the answer.	core,official
word	mutual	[ˈmjuːtʃʊəl]	adj. 1. 相互的 2. 共同的，共有的		Try to recall "mutual" before checking the answer.	core,official
word	myth	[mɪθ]	n. 1. 神话 2. 神话式的人(或物) 3. 虚构的故事，荒诞的说法		Try to recall "myth" before checking the answer.	core,official
word	naive	[nɑːˈiːv]	adj. 幼稚的，无知的，天真的		Try to recall "naive" before checking the answer.	core,official
word	napkin	[ˈnæpkɪn]	n. 餐巾		Try to recall "napkin" before checking the answer.	core,official
