# id: cet4-core
# title: CET-4 重点词
# exam: CET-4
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-4 重点词，用于速刷与拼写回忆。
# accent: amber
kind	term	pronunciation	meaning	phrases	example	tags
word	contrast	[ˈkɔntræst]	n.对比，对照，悬殊		Try to recall "contrast" before checking the answer.	core,official
word	contribute	[kənˈtribjuːt]	vt.捐献，捐助；投稿		Try to recall "contribute" before checking the answer.	core,official
word	control	[kənˈtrəul]	vt.控制，克制 n.控制		Try to recall "control" before checking the answer.	core,official
word	convenience	[kənˈviːnjəns]	n.便利,方便；厕所		Try to recall "convenience" before checking the answer.	core,official
word	convenient	[kənˈviːnjənt]	a.便利的；近便的		Try to recall "convenient" before checking the answer.	core,official
word	convention	[kənˈven∫ən]	n.习俗，惯例；公约		Try to recall "convention" before checking the answer.	core,official
word	conventional	[kənˈven∫ənl]	a.普通的；习惯的		Try to recall "conventional" before checking the answer.	core,official
word	conversation	[ˌkɔnvəˈsei∫ən]	n.会话,非正式会谈		Try to recall "conversation" before checking the answer.	core,official
word	conversely	[ˈkɔnvəːsli]	ad.相反地		Try to recall "conversely" before checking the answer.	core,official
word	conversion	[kənˈvəː∫ən]	n.转变，转化；改变		Try to recall "conversion" before checking the answer.	core,official
word	convert	[kənˈvəːt]	vt.使转变；使改变		Try to recall "convert" before checking the answer.	core,official
word	convey	[kənˈvei]	vt.传送；运送；传播		Try to recall "convey" before checking the answer.	core,official
word	convince	[kənˈvins]	vt.使确信，使信服		Try to recall "convince" before checking the answer.	core,official
word	cook	[kuk]	vt.烹调，煮 vt.烧菜		Try to recall "cook" before checking the answer.	core,official
word	cool	[kuːl]	a.凉的，冷静的		Try to recall "cool" before checking the answer.	core,official
word	cooperate	[kəuˈɔpəreit]	vi.合作，协作；配合		Try to recall "cooperate" before checking the answer.	core,official
word	coordinate	[kəuˈɔːdinit]	vt.使协调，调节		Try to recall "coordinate" before checking the answer.	core,official
word	cope	[kəup]	vi.对付，应付		Try to recall "cope" before checking the answer.	core,official
word	copper	[ˈkɔpə]	n.铜；铜币，铜制器		Try to recall "copper" before checking the answer.	core,official
word	copy	[ˈkɔpi]	n.抄件 vt.抄写，复制		Try to recall "copy" before checking the answer.	core,official
word	cord	[kɔːd]	n.细绳，粗线，索		Try to recall "cord" before checking the answer.	core,official
word	cordial	[ˈkɔːrdʒəl]	a.真诚的，诚恳的		Try to recall "cordial" before checking the answer.	core,official
word	core	[kɔː]	n.果实的心，核心		Try to recall "core" before checking the answer.	core,official
word	corn	[kɔːn]	n.谷物；(英)小麦		Try to recall "corn" before checking the answer.	core,official
word	corner	[ˈkɔːnə]	n.角；犄角；边远地区		Try to recall "corner" before checking the answer.	core,official
word	corporation	[ˌkɔːpəˈrei∫ən]	n.公司，企业；社团		Try to recall "corporation" before checking the answer.	core,official
word	correct	[kəˈrekt]	a.正确的 vt.纠正		Try to recall "correct" before checking the answer.	core,official
word	correction	[kəˈrek∫ən]	n.改正，纠正，修改		Try to recall "correction" before checking the answer.	core,official
word	correspond	[kɔːrəˈspɔnd]	vi.相符合；相当		Try to recall "correspond" before checking the answer.	core,official
word	correspondent	[ˌkɔrisˈpɔndənt]	n.通信者;通讯员		Try to recall "correspondent" before checking the answer.	core,official
word	corresponding	[ˌkɔrisˈpɔndiŋ]	a.相应的;符合的		Try to recall "corresponding" before checking the answer.	core,official
word	corridor	[ˈkɔridɔː]	n.走廊，回廊，通路		Try to recall "corridor" before checking the answer.	core,official
word	cost	[kɔst]	n.价格，代价；成本		Try to recall "cost" before checking the answer.	core,official
word	costly	[ˈkɔstli]	a.昂贵的；价值高的		Try to recall "costly" before checking the answer.	core,official
word	cottage	[ˈkɔtidʒ]	n.村舍，小屋		Try to recall "cottage" before checking the answer.	core,official
word	cotton	[ˈkɔtn]	n.棉；棉线；棉布		Try to recall "cotton" before checking the answer.	core,official
word	cough	[kɔːf]	vi.咳，咳嗽 n.咳嗽		Try to recall "cough" before checking the answer.	core,official
word	could	[kud]	aux.v.(can 的过去式)		Try to recall "could" before checking the answer.	core,official
word	council	[ˈkaunsil]	n.理事会，委员会		Try to recall "council" before checking the answer.	core,official
word	count	[kaunt]	vt.计算 vi.数，计数		Try to recall "count" before checking the answer.	core,official
word	counter	[ˈkauntə]	n.柜台；计数器		Try to recall "counter" before checking the answer.	core,official
word	country	[ˈkʌntri]	n.国家，国土；农村		Try to recall "country" before checking the answer.	core,official
word	countryside	[ˈkʌntrisaid]	n.乡下，农村		Try to recall "countryside" before checking the answer.	core,official
word	county	[ˈkaunti]	n.英国的郡，美国的县		Try to recall "county" before checking the answer.	core,official
word	couple	[ˈkʌpl]	n.夫妇；(一)对；几个		Try to recall "couple" before checking the answer.	core,official
word	courage	[ˈkʌridʒ]	n.勇气，胆量，胆识		Try to recall "courage" before checking the answer.	core,official
word	course	[kɔːs]	n.课程；过程；一道菜		Try to recall "course" before checking the answer.	core,official
word	court	[kɔːt]	n.法院，法庭；庭院		Try to recall "court" before checking the answer.	core,official
word	cousin	[ˈkʌzn]	n.堂(或表)兄弟(姐妹)		Try to recall "cousin" before checking the answer.	core,official
word	cover	[ˈkʌvə]	vt.盖，包括 n.盖子		Try to recall "cover" before checking the answer.	core,official
word	cow	[kau]	n.母牛，奶牛；母兽		Try to recall "cow" before checking the answer.	core,official
word	coward	[ˈkauəd]	n.懦夫；胆怯者		Try to recall "coward" before checking the answer.	core,official
word	crack	[kræk]	n.裂缝，裂纹 vi.爆裂		Try to recall "crack" before checking the answer.	core,official
word	craft	[krɑːft]	n.工艺；手艺，行业		Try to recall "craft" before checking the answer.	core,official
word	crane	[krein]	n.起重机，摄影升降机		Try to recall "crane" before checking the answer.	core,official
word	crash	[kræ∫]	vi.碰撞，坠落 n.碰撞		Try to recall "crash" before checking the answer.	core,official
word	crawl	[krɔːl]	vi.爬，爬行		Try to recall "crawl" before checking the answer.	core,official
word	crazy	[ˈkreizi]	a.疯狂的，荒唐的		Try to recall "crazy" before checking the answer.	core,official
word	cream	[kriːm]	n.奶油，乳脂；奶油色		Try to recall "cream" before checking the answer.	core,official
word	create	[kriˈeit]	vt.创造；引起，产生		Try to recall "create" before checking the answer.	core,official
word	creative	[kri(ː)ˈeitiv]	a.创造性的，创作的		Try to recall "creative" before checking the answer.	core,official
word	creature	[ˈkriːt∫ə]	n.生物，动物，家畜		Try to recall "creature" before checking the answer.	core,official
word	credit	[ˈkredit]	n.信用贷款；信用		Try to recall "credit" before checking the answer.	core,official
word	creep	[kriːp]	vi.爬行；缓慢地行进		Try to recall "creep" before checking the answer.	core,official
word	crew	[kruː]	n.全体船员		Try to recall "crew" before checking the answer.	core,official
word	cricket	[ˈkrikit]	n.板球；蟋蟀		Try to recall "cricket" before checking the answer.	core,official
word	crime	[kraim]	n.罪，罪行；犯罪		Try to recall "crime" before checking the answer.	core,official
word	criminal	[ˈkriminl]	n.犯人，罪犯，刑事犯		Try to recall "criminal" before checking the answer.	core,official
word	cripple	[ˈkripl]	n.跛子；残废的人		Try to recall "cripple" before checking the answer.	core,official
word	crisis	[ˈkraisis]	n.危机；存亡之际		Try to recall "crisis" before checking the answer.	core,official
word	critic	[ˈkritik]	n.批评家，爱挑剔的人		Try to recall "critic" before checking the answer.	core,official
word	critical	[ˈkritikəl]	a.决定性的；批评的		Try to recall "critical" before checking the answer.	core,official
word	criticism	[ˈkritisiz(ə)m]	n.批评；批判；评论		Try to recall "criticism" before checking the answer.	core,official
word	criticize	[ˈkritisaiz]	vt.批评；评论；非难		Try to recall "criticize" before checking the answer.	core,official
word	crop	[krɔp]	n.农作物，庄稼；一熟		Try to recall "crop" before checking the answer.	core,official
word	cross	[krɔs]	vt.穿过；使交叉		Try to recall "cross" before checking the answer.	core,official
word	crow	[krəu]	n.鸦，乌鸦 vi.啼		Try to recall "crow" before checking the answer.	core,official
word	crowd	[kraud]	n.群；大众；一伙人		Try to recall "crowd" before checking the answer.	core,official
word	crown	[kraun]	n.王冠，冕；花冠		Try to recall "crown" before checking the answer.	core,official
word	crude	[kruːd]	a.简陋的；天然的		Try to recall "crude" before checking the answer.	core,official
word	cruel	[ˈkruəl]	a.残忍的，残酷的		Try to recall "cruel" before checking the answer.	core,official
word	crush	[krʌ∫]	vt.压碎，碾碎；镇压		Try to recall "crush" before checking the answer.	core,official
word	crust	[krʌst]	n.面包皮；硬外皮		Try to recall "crust" before checking the answer.	core,official
word	cry	[krai]	vi.哭，哭泣；叫喊		Try to recall "cry" before checking the answer.	core,official
word	crystal	[ˈkristl]	n.水晶，结晶体；晶粒		Try to recall "crystal" before checking the answer.	core,official
word	cube	[kjuːb]	n.立方形；立方		Try to recall "cube" before checking the answer.	core,official
word	cubic	[ˈkjuːbik]	a.立方形的；立方的		Try to recall "cubic" before checking the answer.	core,official
word	cucumber	[ˈkjuːkʌmbə]	n.黄瓜		Try to recall "cucumber" before checking the answer.	core,official
word	cultivate	[ˈkʌltiveit]	vt.耕；种植；培养		Try to recall "cultivate" before checking the answer.	core,official
word	culture	[ˈkʌlt∫ə]	n.文化，文明；教养		Try to recall "culture" before checking the answer.	core,official
word	cunning	[ˈkʌniŋ]	a.狡猾的，狡诈的		Try to recall "cunning" before checking the answer.	core,official
word	cup	[kʌp]	n.杯子；(一)杯；奖杯		Try to recall "cup" before checking the answer.	core,official
word	cupboard	[ˈkʌbəd]	n.碗柜，碗碟橱；食橱		Try to recall "cupboard" before checking the answer.	core,official
word	cure	[kjuə]	vt.医治；消除 n.治愈		Try to recall "cure" before checking the answer.	core,official
word	curiosity	[ˌkjuəriˈɔsiti]	n.好奇，好奇心；珍品		Try to recall "curiosity" before checking the answer.	core,official
word	curious	[ˈkjuəriəs]	a.好奇的；稀奇古怪的		Try to recall "curious" before checking the answer.	core,official
word	curl	[kəːl]	n.卷毛；螺旋 vi.卷曲		Try to recall "curl" before checking the answer.	core,official
word	current	[ˈkʌrənt]	a.当前的；通用的		Try to recall "current" before checking the answer.	core,official
word	curse	[kəːs]	n.诅咒，咒骂；天谴		Try to recall "curse" before checking the answer.	core,official
word	curtain	[ˈkəːtən]	n.帘，窗帘；幕(布)		Try to recall "curtain" before checking the answer.	core,official
word	curve	[kəːv]	n.曲线；弯 vt.弄弯		Try to recall "curve" before checking the answer.	core,official
word	cushion	[ˈku∫ən]	n.垫子，坐垫，靠垫		Try to recall "cushion" before checking the answer.	core,official
word	custom	[ˈkʌstəm]	n.习惯，风俗；海关		Try to recall "custom" before checking the answer.	core,official
word	customer	[ˈkʌstəmə]	n.顾客，主顾		Try to recall "customer" before checking the answer.	core,official
word	cut	[kʌt]	vt.切，割，剪；减少		Try to recall "cut" before checking the answer.	core,official
word	cycle	[ˈsaikl]	n 自行车，循环		Try to recall "cycle" before checking the answer.	core,official
word	daily	[ˈdeili]	a.每日的 n.日报		Try to recall "daily" before checking the answer.	core,official
word	dairy	[ˈdeəri]	n.牛奶场；乳制品		Try to recall "dairy" before checking the answer.	core,official
word	dam	[dæm]	n.水坝，水堤；障碍物		Try to recall "dam" before checking the answer.	core,official
word	damage	[ˈdæmidʒ]	vt.损害，毁坏 n.损害		Try to recall "damage" before checking the answer.	core,official
word	damp	[dæmp]	a.潮湿的，有湿气的		Try to recall "damp" before checking the answer.	core,official
word	dance	[ˈdɑːns]	vi.跳舞；摇晃 n.舞		Try to recall "dance" before checking the answer.	core,official
word	danger	[ˈdeindʒə]	n.危险；危险事物		Try to recall "danger" before checking the answer.	core,official
word	dangerous	[ˈdeindʒrəs]	a.危险的，不安全的		Try to recall "dangerous" before checking the answer.	core,official
word	dare	[deə]	vt.&aux.v.敢；竟敢		Try to recall "dare" before checking the answer.	core,official
word	daring	[ˈdeəriŋ]	a.大胆的，勇敢的		Try to recall "daring" before checking the answer.	core,official
word	dark	[dɑːk]	a.暗的；黑色的		Try to recall "dark" before checking the answer.	core,official
word	darling	[ˈdɑːliŋ]	n.亲爱的人；宠儿		Try to recall "darling" before checking the answer.	core,official
word	dash	[dæ∫]	vt.使猛撞；溅 n.猛冲		Try to recall "dash" before checking the answer.	core,official
word	data	[ˈdeitə]	n.数据; 资料		Try to recall "data" before checking the answer.	core,official
word	date	[deit]	n.日期 vt.注…日期		Try to recall "date" before checking the answer.	core,official
word	daughter	[ˈdɔːtə]	n.女儿		Try to recall "daughter" before checking the answer.	core,official
word	dawn	[dɔːn]	n.黎明；开端 vi.破晓		Try to recall "dawn" before checking the answer.	core,official
word	day	[dei]	n.(一)天，白昼，白天		Try to recall "day" before checking the answer.	core,official
word	daylight	[ˈdeilait]	n.白昼，日光；黎明		Try to recall "daylight" before checking the answer.	core,official
word	dead	[ded]	a.死的，无生命的		Try to recall "dead" before checking the answer.	core,official
word	deadly	[ˈdedli]	a.致命的，死一般的		Try to recall "deadly" before checking the answer.	core,official
word	deaf	[def]	a.聋的；不愿听的		Try to recall "deaf" before checking the answer.	core,official
word	deal	[diːl]	n.买卖；待遇 vt.给予		Try to recall "deal" before checking the answer.	core,official
word	dear	[diə]	a.亲爱的 int.啊		Try to recall "dear" before checking the answer.	core,official
word	death	[deθ]	n.死，死亡；灭亡		Try to recall "death" before checking the answer.	core,official
word	debate	[diˈbeit]	n.&vi.争论，辩论		Try to recall "debate" before checking the answer.	core,official
word	debt	[det]	n.债，债务，欠债		Try to recall "debt" before checking the answer.	core,official
word	decade	[ˈdekeid]	n.十年，十年期		Try to recall "decade" before checking the answer.	core,official
word	decay	[diˈkei]	vi.腐烂；衰败 n.腐烂		Try to recall "decay" before checking the answer.	core,official
word	deceit	[diˈsiːt]	n.欺骗，欺诈		Try to recall "deceit" before checking the answer.	core,official
word	deceive	[diˈsiːv]	vt.欺骗，蒙蔽，行骗		Try to recall "deceive" before checking the answer.	core,official
word	December	[diˈsembə]	n.十二月		Try to recall "December" before checking the answer.	core,official
word	decent	[ˈdiːsnt]	a.正派的；体面的		Try to recall "decent" before checking the answer.	core,official
word	decide	[diˈsaid]	vt.决定，决心；解决		Try to recall "decide" before checking the answer.	core,official
word	decision	[diˈsiʒən]	n.决定，决心；果断		Try to recall "decision" before checking the answer.	core,official
word	deck	[dek]	n.甲板；舱面；层面		Try to recall "deck" before checking the answer.	core,official
word	declare	[diˈkleə]	vt.断言；声明；表明		Try to recall "declare" before checking the answer.	core,official
word	decorate	[ˈdekəreit]	vt.装饰，装璜，修饰		Try to recall "decorate" before checking the answer.	core,official
word	decrease	[diːˈkriːs]	vi.&n.减少，减少		Try to recall "decrease" before checking the answer.	core,official
word	deduce	[diˈdjuːs]	vt.演绎，推论，推断		Try to recall "deduce" before checking the answer.	core,official
word	deed	[diːd]	n.行为；功绩；契约		Try to recall "deed" before checking the answer.	core,official
word	deep	[diːp]	a.深的；纵深的		Try to recall "deep" before checking the answer.	core,official
word	deepen	[ˈdiːpən]	vt.加深 vi.深化		Try to recall "deepen" before checking the answer.	core,official
word	deer	[diə]	n.鹿		Try to recall "deer" before checking the answer.	core,official
word	defeat	[diˈfiːt]	vt.战胜，击败；挫败		Try to recall "defeat" before checking the answer.	core,official
word	defect	[diˈfekt]	n.缺点，缺陷，欠缺		Try to recall "defect" before checking the answer.	core,official
word	defence	[diˈfens]	n.防御；防务；辩护		Try to recall "defence" before checking the answer.	core,official
word	defend	[diˈfend]	vt.保卫，防守		Try to recall "defend" before checking the answer.	core,official
word	define	[diˈfain]	vt.给…下定义；限定		Try to recall "define" before checking the answer.	core,official
word	definite	[ˈdefinit]	a.明确的；肯定的		Try to recall "definite" before checking the answer.	core,official
word	definitely	[ˈdefinitli]	ad.一定地，明确地		Try to recall "definitely" before checking the answer.	core,official
word	definition	[ˌdefiˈni∫ən]	n.定义，释义；定界		Try to recall "definition" before checking the answer.	core,official
word	degree	[diˈgriː]	n.程度；度；学位		Try to recall "degree" before checking the answer.	core,official
word	delay	[diˈlei]	vt.推迟；耽搁；延误		Try to recall "delay" before checking the answer.	core,official
word	delete	[diˈliːt]	vt.删除；擦掉		Try to recall "delete" before checking the answer.	core,official
word	delegation	[ˌdeliˈgei∫ən]	n.代表团		Try to recall "delegation" before checking the answer.	core,official
word	delicate	[ˈdelikit]	a.纤细的；易碎的		Try to recall "delicate" before checking the answer.	core,official
word	delicious	[diˈli∫əs]	a.美味的，怡人的		Try to recall "delicious" before checking the answer.	core,official
word	delight	[diˈlait]	n.快乐 vt.使高兴		Try to recall "delight" before checking the answer.	core,official
word	deliver	[diˈlivə]	vt.投递，送交；发表		Try to recall "deliver" before checking the answer.	core,official
word	delivery	[diˈlivəri]	n.投递；交付；分娩		Try to recall "delivery" before checking the answer.	core,official
word	demand	[diˈmɑːnd]	vt.要求；需要；询问		Try to recall "demand" before checking the answer.	core,official
word	democracy	[diˈmɔkrəsi]	n.民主，民主制		Try to recall "democracy" before checking the answer.	core,official
word	democratic	[ˌdeməˈkrætik]	a.民主的，民主政体的		Try to recall "democratic" before checking the answer.	core,official
word	demonstrate	[ˈdemənstreit]	vt.说明;论证;表露		Try to recall "demonstrate" before checking the answer.	core,official
word	dense	[dens]	a.密集的；浓厚的		Try to recall "dense" before checking the answer.	core,official
word	density	[ˈdensiti]	n.密集，稠密；密度		Try to recall "density" before checking the answer.	core,official
word	deny	[diˈnai]	vt.否定；拒绝相信		Try to recall "deny" before checking the answer.	core,official
word	depart	[diˈpɑːt]	vi.离开，起程；出发		Try to recall "depart" before checking the answer.	core,official
word	department	[diˈpɑːtmənt]	n.部,司,局,处,系		Try to recall "department" before checking the answer.	core,official
word	departure	[diˈpɑːt∫ə]	n.离开，出发，起程		Try to recall "departure" before checking the answer.	core,official
word	depend	[diˈpend]	vi.依靠，依赖；相信		Try to recall "depend" before checking the answer.	core,official
word	dependent	[diˈpendənt]	a.依靠的，依赖的		Try to recall "dependent" before checking the answer.	core,official
word	deposit	[diˈpɔzit]	vt.使沉淀；存放		Try to recall "deposit" before checking the answer.	core,official
word	depress	[diˈpres]	vt.使沮丧；按下		Try to recall "depress" before checking the answer.	core,official
word	depth	[depθ]	n.深度；深厚；深处		Try to recall "depth" before checking the answer.	core,official
word	derive	[diˈraiv]	vt.取得 vi.起源		Try to recall "derive" before checking the answer.	core,official
word	descend	[diˈsend]	vi.下来，下降；下倾		Try to recall "descend" before checking the answer.	core,official
word	describe	[disˈkraib]	vt.形容；描写，描绘		Try to recall "describe" before checking the answer.	core,official
word	description	[disˈkrip∫ən]	n.描写，形容；种类		Try to recall "description" before checking the answer.	core,official
word	desert	[diˈzəːt]	n.沙漠 vt.离弃；擅离		Try to recall "desert" before checking the answer.	core,official
word	deserve	[diˈzəːv]	vt.应受，值得		Try to recall "deserve" before checking the answer.	core,official
word	design	[diˈzain]	vt.设计 n.设计；图样		Try to recall "design" before checking the answer.	core,official
word	desirable	[diˈzaiərəbl]	a.值得相望的；可取的		Try to recall "desirable" before checking the answer.	core,official
word	desire	[diˈzaiə]	vt.相望；要求 n.愿望		Try to recall "desire" before checking the answer.	core,official
word	desk	[desk]	n.书桌，办公桌		Try to recall "desk" before checking the answer.	core,official
word	despair	[disˈpeə]	n.绝望 vi.绝望		Try to recall "despair" before checking the answer.	core,official
word	desperate	[ˈdespərit]	a.拼死的；绝望的		Try to recall "desperate" before checking the answer.	core,official
word	despise	[disˈpaiz]	vt.鄙视，蔑视		Try to recall "despise" before checking the answer.	core,official
word	despite	[disˈpait]	prep.不管，不顾		Try to recall "despite" before checking the answer.	core,official
word	destination	[ˌdestiˈnei∫ən]	n.目的地,终点；目标		Try to recall "destination" before checking the answer.	core,official
word	destroy	[disˈtrɔi]	vt.破坏；消灭；打破		Try to recall "destroy" before checking the answer.	core,official
word	destruction	[disˈtrʌk∫ən]	n.破坏，毁灭，消灭		Try to recall "destruction" before checking the answer.	core,official
word	detail	[diˈteil]	n.细节；枝节；零件		Try to recall "detail" before checking the answer.	core,official
word	detect	[diˈtekt]	vt.察觉，发觉；侦察		Try to recall "detect" before checking the answer.	core,official
word	detection	[diˈtek∫ən]	n.察觉，发觉；侦察		Try to recall "detection" before checking the answer.	core,official
word	determination	[ditəːmiˈnei∫(ə)n]	n.决心/定;确定		Try to recall "determination" before checking the answer.	core,official
word	determine	[diˈtəːmin]	vt.决定；查明；决心		Try to recall "determine" before checking the answer.	core,official
word	develop	[diˈveləp]	vt.发展；形成；开发		Try to recall "develop" before checking the answer.	core,official
word	development	[diˈveləpmənt]	n.发展;开发；生长		Try to recall "development" before checking the answer.	core,official
word	device	[diˈvais]	n.器械，装置；设计		Try to recall "device" before checking the answer.	core,official
word	devil	[ˈdevl]	n.魔鬼，恶魔		Try to recall "devil" before checking the answer.	core,official
word	devise	[diˈvaiz]	vt.设计，发明		Try to recall "devise" before checking the answer.	core,official
word	devote	[diˈvəut]	vt.将…奉献，致力于		Try to recall "devote" before checking the answer.	core,official
word	dew	[djuː]	n.露，露水		Try to recall "dew" before checking the answer.	core,official
word	diagram	[ˈdaiəgræm]	n.图解，图表，简图		Try to recall "diagram" before checking the answer.	core,official
word	dial	[ˈdaiəl]	n.钟面；拨号盘 vt.拨		Try to recall "dial" before checking the answer.	core,official
word	dialect	[ˈdaiəlekt]	n.方言，土语，地方话		Try to recall "dialect" before checking the answer.	core,official
word	dialog	[ˈdaiəlɔg]	n.对话，对白		Try to recall "dialog" before checking the answer.	core,official
word	diameter	[daiˈæmitə]	n.直径		Try to recall "diameter" before checking the answer.	core,official
word	diamond	[ˈdaiəmənd]	n.金钢石，钻石；菱形		Try to recall "diamond" before checking the answer.	core,official
word	diary	[ˈdaiəri]	n.日记，日记簿		Try to recall "diary" before checking the answer.	core,official
word	dictate	[dikˈteit]	vt.&vi.口授；命令		Try to recall "dictate" before checking the answer.	core,official
word	dictation	[dikˈtei∫ən]	n.口授笔录，听写		Try to recall "dictation" before checking the answer.	core,official
word	dictionary	[ˈdik∫ənəri]	n.词典，字典		Try to recall "dictionary" before checking the answer.	core,official
word	die	[dai]	vi.死，死亡；灭亡		Try to recall "die" before checking the answer.	core,official
word	differ	[ˈdifə]	vi.不同，相异		Try to recall "differ" before checking the answer.	core,official
word	difference	[ˈdifərəns]	n.差别；差；分歧		Try to recall "difference" before checking the answer.	core,official
word	different	[ˈdifrənt]	a.差异的；各种的		Try to recall "different" before checking the answer.	core,official
word	difficult	[ˈdifikəlt]	a.困难的；难对付的		Try to recall "difficult" before checking the answer.	core,official
word	difficulty	[ˈdifikəlti]	a.困难；难事；困境		Try to recall "difficulty" before checking the answer.	core,official
word	dig	[dig]	vt.掘，挖；采掘		Try to recall "dig" before checking the answer.	core,official
word	digest	[daiˈdʒest]	vt.消化；领会 n.文摘		Try to recall "digest" before checking the answer.	core,official
word	digital	[ˈdidʒitl]	a.数字的，计数的		Try to recall "digital" before checking the answer.	core,official
word	diligent	[ˈdilidʒənt]	a.勤勉的，勤奋的		Try to recall "diligent" before checking the answer.	core,official
word	dim	[dim]	a.昏暗的；朦胧的		Try to recall "dim" before checking the answer.	core,official
word	dimension	[diˈmen∫ən]	n.尺寸，尺度；面积		Try to recall "dimension" before checking the answer.	core,official
word	dinner	[ˈdinə]	n.正餐，主餐；宴会		Try to recall "dinner" before checking the answer.	core,official
word	dip	[dip]	vt.浸，蘸 vi.浸一浸		Try to recall "dip" before checking the answer.	core,official
word	direct	[diˈrekt]	a.直接的；直率的		Try to recall "direct" before checking the answer.	core,official
word	direction	[diˈrek∫ən]	n.方向，方位；指导		Try to recall "direction" before checking the answer.	core,official
word	directly	[diˈrektli]	ad.直接地；立即		Try to recall "directly" before checking the answer.	core,official
word	director	[diˈrektə]	n.指导者；理事；导演		Try to recall "director" before checking the answer.	core,official
word	dirt	[dəːt]	n.尘，土；污物，污垢		Try to recall "dirt" before checking the answer.	core,official
word	dirty	[ˈdəːti]	a.脏的；下流的		Try to recall "dirty" before checking the answer.	core,official
word	disable	[disˈeibl]	vt.使无能，使伤残		Try to recall "disable" before checking the answer.	core,official
word	disadvantage	[ˌdisədˈvɑːntidʒ]	n.不利(地位)		Try to recall "disadvantage" before checking the answer.	core,official
word	disagree	[ˌdisəˈgriː]	vi.有分歧；不一致		Try to recall "disagree" before checking the answer.	core,official
word	disappear	[ˌdisəˈpiə]	vi.不见，失踪；消失		Try to recall "disappear" before checking the answer.	core,official
word	disappoint	[ˌdisəˈpɔint]	vt.使失望，使受挫折		Try to recall "disappoint" before checking the answer.	core,official
word	disaster	[diˈzɑːstə]	n.灾难，灾祸；天灾		Try to recall "disaster" before checking the answer.	core,official
word	disk	[disk]	n.圆盘，唱片；磁盘		Try to recall "disk" before checking the answer.	core,official
word	discard	[disˈkɑːd]	vt.丢弃，抛弃，遗弃		Try to recall "discard" before checking the answer.	core,official
word	discharge	[disˈt∫ɑːdʒ]	vt.释放；排出 n.释放		Try to recall "discharge" before checking the answer.	core,official
word	discipline	[ˈdisiplin]	n.纪律；训练 vt.训练		Try to recall "discipline" before checking the answer.	core,official
word	disclose	[disˈkləuz]	vt.揭开，揭发；透露		Try to recall "disclose" before checking the answer.	core,official
word	discourage	[disˈkʌridʒ]	vt.使泄气，使灰心		Try to recall "discourage" before checking the answer.	core,official
word	discover	[disˈkʌvə]	vt.发现；暴露，显示		Try to recall "discover" before checking the answer.	core,official
word	discovery	[disˈkʌvəri]	n.发现；被发现的事物		Try to recall "discovery" before checking the answer.	core,official
word	discuss	[disˈkʌs]	vt.讨论，谈论；论述		Try to recall "discuss" before checking the answer.	core,official
word	discussion	[disˈkʌ∫ən]	n.讨论，谈论；论述		Try to recall "discussion" before checking the answer.	core,official
word	disease	[diˈziːz]	n.病，疾病；病害		Try to recall "disease" before checking the answer.	core,official
word	disguise	[disˈgaiz]	vi.隐瞒，掩埋 n.假装		Try to recall "disguise" before checking the answer.	core,official
word	disgust	[disˈgʌst]	n.厌恶，憎恶		Try to recall "disgust" before checking the answer.	core,official
word	dish	[di∫]	n.碟，盘子；菜肴		Try to recall "dish" before checking the answer.	core,official
word	dishonor	[disˈɔnə]	n.不光彩；丢脸的人		Try to recall "dishonor" before checking the answer.	core,official
word	dislike	[disˈlaik]	vt.&n.不喜爱，厌恶		Try to recall "dislike" before checking the answer.	core,official
word	dismiss	[disˈmis]	vt.不再考虑；解雇		Try to recall "dismiss" before checking the answer.	core,official
word	disorder	[disˈɔːdə]	n.混乱，杂乱；骚乱		Try to recall "disorder" before checking the answer.	core,official
word	display	[diˈsplei]	vt.陈列，展览；显示		Try to recall "display" before checking the answer.	core,official
word	disposal	[disˈpəuzəl]	n.丢掉，处理，销毁		Try to recall "disposal" before checking the answer.	core,official
word	dispose	[disˈpəuz]	vi.去掉，丢掉；销毁		Try to recall "dispose" before checking the answer.	core,official
word	displease	[disˈpliːz]	vt.使不愉快，使生气		Try to recall "displease" before checking the answer.	core,official
word	dispute	[disˈpjuːt]	vi.争论，争执 n.争论		Try to recall "dispute" before checking the answer.	core,official
word	dissatisfy	[ˈdisˈsætisfai]	vi.使不满，使不平		Try to recall "dissatisfy" before checking the answer.	core,official
word	dissolve	[diˈzɔlv]	vt.使溶解；解散		Try to recall "dissolve" before checking the answer.	core,official
word	distance	[ˈdistəns]	n.距离，间距；远处		Try to recall "distance" before checking the answer.	core,official
word	distant	[ˈdistənt]	a.在远处的，疏远的		Try to recall "distant" before checking the answer.	core,official
word	distinct	[disˈtiŋkt]	a.与其他不同的		Try to recall "distinct" before checking the answer.	core,official
word	distinction	[disˈtiŋk∫ən]	n.差别，不同，区分		Try to recall "distinction" before checking the answer.	core,official
word	distinguish	[disˈtiŋgwi∫]	vt.区别，辨别，认别		Try to recall "distinguish" before checking the answer.	core,official
word	distress	[disˈtres]	n.忧虑，悲伤；不幸		Try to recall "distress" before checking the answer.	core,official
word	distribute	[disˈtribju(ː)t]	vt.分发，分送；分布		Try to recall "distribute" before checking the answer.	core,official
